crowdCount,capacity,temperature,weather,entryRate,exitRate,securityStaff,emergencyExits,risk
64533,85304,43,Stormy,820,335,58,12,High
16719,53408,23,Sunny,619,634,181,2,Low
20811,49499,25,Sunny,960,834,140,6,Low
21888,62269,18,Rainy,737,174,399,12,High
15066,48559,19,Sunny,698,582,418,2,Low
88498,84319,26,Rainy,389,613,281,11,High
25193,58787,21,Sunny,483,807,469,13,Low
53047,45488,15,Sunny,89,464,235,10,High
102630,84441,28,Sunny,706,978,331,5,High
64085,84663,38,Stormy,376,162,68,10,High
8576,32431,15,Rainy,470,746,111,3,Medium
38043,71681,34,Stormy,920,136,148,8,High
74761,73483,33,Sunny,548,202,340,13,High
30907,59153,34,Sunny,461,636,47,14,Low
3274,16368,25,Sunny,473,783,375,3,Low
27705,37424,25,Sunny,969,539,167,13,High
58958,55004,15,Sunny,487,19,451,5,High
95306,93869,46,Rainy,935,101,347,7,High
29732,98652,30,Sunny,429,148,84,15,High
58523,66985,13,Sunny,716,490,237,3,High
21239,60069,43,Stormy,223,458,70,3,High
21872,62326,37,Rainy,378,342,446,3,Medium
100639,91061,47,Sunny,863,878,324,4,High
12929,33398,37,Sunny,123,349,428,6,Low
24510,60861,26,Sunny,763,970,93,10,Low
8654,85897,23,Sunny,512,61,479,7,High
101212,91905,16,Rainy,645,716,444,13,High
79479,78577,31,Sunny,826,475,218,15,High
62133,75641,10,Stormy,597,727,211,10,Medium
18368,19078,38,Rainy,320,808,208,11,High
9620,35003,40,Rainy,478,484,31,15,Medium
45630,72768,39,Sunny,833,410,258,14,High
30761,61047,24,Sunny,717,448,379,6,Low
16965,81626,27,Rainy,872,887,100,12,Medium
44591,67660,44,Sunny,53,614,472,7,Low
69283,59786,39,Sunny,424,941,402,11,High
1741,11925,43,Sunny,707,931,289,13,Low
40896,93976,20,Sunny,864,830,309,9,Low
12197,36015,36,Rainy,255,666,67,4,Medium
16195,43320,33,Sunny,958,607,336,3,High
85716,74881,44,Sunny,93,518,228,4,High
23162,36289,48,Sunny,216,162,54,15,Low
8518,13389,17,Sunny,160,523,138,10,Low
34778,35683,27,Stormy,677,512,84,7,High
6560,23629,22,Stormy,537,863,334,11,Low
47248,71550,33,Sunny,174,910,261,13,Low
20703,34826,32,Sunny,926,781,55,5,Medium
28807,36630,21,Sunny,984,685,482,11,High
70175,56163,39,Rainy,154,15,271,4,High
75278,76435,40,Sunny,46,509,422,14,High
12072,21653,37,Rainy,342,670,262,3,Medium
39923,37961,31,Sunny,412,726,61,15,High
27243,91941,37,Rainy,423,127,88,5,High
11361,84137,22,Sunny,54,494,422,10,Low
14631,43662,34,Rainy,411,610,126,5,Low
32656,66446,16,Sunny,215,675,58,14,Low
21500,31288,15,Rainy,71,960,88,13,Medium
37848,46877,33,Sunny,429,688,199,6,Medium
29038,25313,28,Sunny,877,477,31,9,High
62377,90885,28,Rainy,477,170,358,3,High
55953,82715,45,Sunny,829,279,450,13,High
3207,20326,18,Rainy,28,65,223,12,Low
1620,11560,45,Rainy,374,237,55,15,Medium
65419,89148,47,Sunny,309,858,145,4,Medium
56275,93186,49,Sunny,16,158,82,7,Low
39135,36745,38,Sunny,770,55,351,13,High
11929,41890,33,Sunny,437,153,101,8,High
3864,30022,14,Sunny,126,759,326,5,Low
38573,62579,35,Rainy,589,793,318,15,Low
29965,80316,23,Sunny,516,641,53,2,Medium
14739,93847,48,Sunny,555,349,259,8,Medium
35819,38380,38,Sunny,715,422,116,13,High
2821,12356,15,Sunny,334,741,68,10,Low
64226,80326,16,Sunny,64,529,165,2,Medium
42277,99899,46,Rainy,787,353,144,15,High
9000,30049,27,Rainy,51,396,208,2,Low
46005,85717,32,Sunny,306,482,76,2,Medium
26647,26082,47,Stormy,982,284,368,11,High
5873,10661,10,Sunny,240,362,128,8,Low
45676,47412,13,Stormy,462,75,24,12,High
3156,12920,44,Rainy,899,88,492,10,High
69519,70315,32,Rainy,403,607,43,4,High
33359,89561,36,Sunny,531,645,240,9,Low
16653,18946,35,Sunny,367,211,467,10,Medium
41661,55500,17,Sunny,996,987,334,4,Medium
30742,26309,25,Rainy,453,671,313,13,High
35577,65230,12,Sunny,137,567,436,13,Low
7048,40027,41,Rainy,700,122,29,4,High
10072,82541,14,Sunny,414,100,184,2,High
72848,69321,29,Rainy,401,150,234,3,High
7706,10956,23,Sunny,202,298,145,8,Low
83418,84131,41,Sunny,613,910,286,4,High
21402,57908,35,Sunny,890,739,299,8,Low
43890,88339,15,Sunny,752,598,107,6,Medium
4841,35963,45,Sunny,87,420,474,11,Low
59614,49443,49,Rainy,94,386,133,9,High
42589,49063,14,Sunny,39,393,40,6,Medium
106546,90818,22,Sunny,734,855,167,4,High
5959,14703,41,Rainy,58,161,264,10,Medium
60341,75128,25,Sunny,786,844,285,8,Medium
72269,82099,10,Stormy,154,760,236,6,High
16676,35849,22,Stormy,78,636,450,8,Low
45013,41860,20,Sunny,67,328,259,12,High
49454,41585,17,Sunny,706,378,450,11,High
35779,32015,34,Sunny,583,615,418,10,High
83155,87539,49,Rainy,488,569,447,6,High
22456,53585,41,Sunny,829,712,251,8,Low
15664,36958,33,Rainy,454,471,251,12,Low
43503,36017,37,Rainy,305,21,261,10,High
9696,86707,23,Sunny,687,165,209,2,High
51113,55350,12,Rainy,180,693,409,5,Medium
20251,22201,45,Rainy,584,486,248,2,High
32175,39426,36,Sunny,156,948,85,9,Medium
34406,27778,29,Stormy,493,410,479,4,High
25336,55241,24,Rainy,315,817,397,3,Medium
25642,52229,36,Sunny,682,186,407,15,High
18439,96652,37,Sunny,662,350,298,5,High
35556,58364,34,Sunny,855,66,288,12,High
37970,94878,42,Sunny,618,864,228,4,Medium
33185,67056,23,Stormy,455,861,434,12,Low
39730,37490,17,Sunny,230,457,35,6,High
35244,29975,23,Rainy,564,212,316,14,High
11516,36723,10,Sunny,954,706,493,9,Low
17584,33279,25,Sunny,813,642,239,11,Low
103128,88301,27,Stormy,387,747,276,9,High
3688,21561,16,Stormy,629,211,386,12,High
15684,76061,24,Sunny,275,339,287,8,Low
28260,98397,33,Sunny,104,372,248,9,Low
46405,59153,22,Sunny,271,901,138,14,Medium
11779,43142,18,Sunny,834,463,459,14,High
44789,36916,24,Sunny,906,365,197,6,High
45614,74324,44,Sunny,80,225,39,11,Low
37197,54965,33,Stormy,963,981,469,11,Low
5619,14648,42,Sunny,228,564,55,12,Low
28957,45133,25,Stormy,542,896,354,13,Low
52255,60677,17,Rainy,101,32,441,12,Medium
77238,80135,38,Sunny,136,164,425,14,High
43557,45046,32,Stormy,89,195,127,7,High
43629,57064,40,Sunny,833,258,208,9,High
90460,79350,49,Stormy,247,758,197,14,High
58129,55893,23,Sunny,992,814,115,2,High
69176,71272,39,Sunny,381,143,334,7,High
12730,77649,48,Stormy,925,330,39,7,High
8058,74674,36,Sunny,495,399,183,12,Low
8180,23760,25,Stormy,703,443,401,14,Medium
27554,31927,15,Stormy,34,31,116,6,High
55268,96475,42,Sunny,165,882,162,5,Medium
40163,71367,27,Sunny,526,609,81,2,Medium
25237,22588,25,Sunny,641,674,261,12,High
70316,62233,21,Rainy,798,134,257,11,High
62705,54738,29,Rainy,539,88,150,12,High
20004,43397,49,Sunny,952,867,112,9,Low
82482,92189,38,Sunny,719,977,110,7,Medium
35615,86367,39,Rainy,66,60,152,4,Medium
25938,81260,35,Sunny,614,737,142,13,Low
27053,86619,31,Rainy,28,185,459,4,Low
14711,29816,42,Rainy,393,879,434,13,Low
31054,52240,48,Stormy,874,262,361,7,High
17180,16276,38,Sunny,202,975,438,13,High
21296,89530,31,Sunny,246,255,137,8,Low
31662,33499,22,Sunny,396,748,474,9,Medium
70104,98576,18,Sunny,435,115,217,6,High
39878,92495,33,Stormy,286,202,301,11,Medium
54429,81635,24,Sunny,236,325,393,7,Low
42318,95112,45,Rainy,754,311,20,13,High
36090,45946,22,Sunny,561,557,230,2,Medium
39052,65204,36,Sunny,332,963,282,7,Low
17889,61886,46,Sunny,162,725,439,10,Low
19112,81652,16,Rainy,648,943,351,11,Low
18627,25563,17,Sunny,246,788,231,5,Low
22581,19847,46,Sunny,64,277,106,15,High
17916,36155,23,Stormy,989,179,172,15,High
84555,89671,21,Sunny,445,560,369,11,Medium
80009,93310,45,Sunny,693,464,206,14,High
90514,77278,49,Sunny,118,660,80,2,High
29558,28309,26,Sunny,875,301,304,15,High
7981,10619,49,Stormy,990,573,114,12,High
79735,93194,38,Sunny,193,808,293,10,Medium
68111,60108,36,Sunny,960,810,60,5,High
25011,44707,10,Sunny,377,150,166,3,Medium
14434,30337,43,Rainy,992,155,265,2,High
10291,91537,13,Sunny,207,434,151,4,Low
80370,76504,33,Rainy,380,323,468,8,High
58831,57614,30,Sunny,382,193,316,12,High
2263,10281,42,Sunny,982,673,142,11,High
28565,37420,16,Rainy,506,722,162,3,High
57589,90896,10,Sunny,608,137,201,10,High
11596,49030,12,Stormy,210,296,211,13,Low
13575,11058,24,Sunny,858,832,475,14,High
33376,96213,40,Rainy,518,262,418,12,Medium
15295,86260,25,Sunny,331,787,226,3,Low
30111,38404,19,Rainy,284,709,453,6,Medium
37851,39856,38,Sunny,220,395,250,9,Medium
2636,19200,15,Sunny,513,239,41,14,High
63609,74178,38,Sunny,912,280,421,14,High
31331,43997,26,Sunny,127,780,99,13,Medium
7790,35611,31,Sunny,712,820,149,11,Low
15288,51235,33,Sunny,563,424,311,9,Low
33935,45057,26,Sunny,51,207,295,4,Medium
4954,11239,30,Rainy,324,332,419,3,Medium
89209,75661,20,Rainy,797,65,342,10,High
57568,55272,16,Rainy,338,840,395,4,High
122362,99393,48,Sunny,26,212,433,9,High
28386,71212,14,Sunny,292,792,74,3,Medium
30863,25398,30,Sunny,952,630,85,4,High
39630,66503,27,Rainy,267,637,246,2,Medium
8313,16638,44,Sunny,584,613,45,15,Low
2616,16570,29,Sunny,583,147,460,12,High
12659,78785,24,Rainy,621,431,272,7,Medium
17118,19110,14,Sunny,28,824,216,14,Medium
55857,89141,22,Stormy,538,66,149,8,High
7972,22115,21,Stormy,846,571,262,5,High
39547,49062,30,Sunny,432,80,331,2,High
12861,32911,46,Sunny,475,920,231,4,Low
32524,42556,15,Sunny,382,923,209,10,Medium
45219,88131,16,Rainy,767,603,309,6,Medium
12532,11969,35,Sunny,772,381,245,7,High
56107,53753,17,Rainy,976,626,265,5,High
60229,92811,18,Sunny,90,609,75,2,Medium
7284,14470,36,Sunny,560,523,74,15,Low
10455,20225,13,Sunny,557,881,295,6,Low
34078,33196,30,Rainy,433,93,325,6,High
11299,23669,40,Sunny,438,52,428,6,High
16129,47380,30,Rainy,397,675,359,7,Low
11511,58320,49,Sunny,930,848,172,12,Low
36555,57414,34,Sunny,718,943,72,3,Medium
16738,25577,48,Stormy,679,615,417,2,Medium
104580,98009,24,Stormy,213,819,463,3,High
23182,65409,44,Sunny,205,142,130,14,Low
20785,38625,46,Sunny,737,404,446,11,High
93740,91040,37,Rainy,294,74,465,7,High
35696,34089,23,Sunny,978,299,223,6,High
25210,46487,13,Sunny,205,385,131,6,Low
47625,75838,29,Stormy,316,778,344,13,Medium
26988,60138,43,Sunny,673,476,466,13,Medium
61931,52823,21,Sunny,23,907,277,7,High
11161,47208,42,Sunny,846,222,457,15,High
75195,64061,33,Rainy,155,157,35,11,High
36042,40659,29,Rainy,947,582,458,8,High
29796,41890,14,Sunny,66,480,369,10,Low
12261,89134,47,Sunny,732,158,446,8,High
36910,57055,39,Sunny,789,97,464,3,High
16787,29508,33,Rainy,219,333,185,7,Low
14922,52287,49,Sunny,538,904,320,10,Low
76011,88916,16,Stormy,807,405,401,8,High
45003,36984,45,Sunny,353,799,454,3,High
13530,18125,47,Stormy,724,413,445,4,High
42464,46059,25,Sunny,620,91,299,9,High
14220,79569,24,Rainy,288,650,390,12,Low
15719,27087,32,Sunny,218,295,177,10,Low
3671,15704,21,Sunny,650,391,440,5,Medium
56793,70576,38,Stormy,344,874,268,10,High
98330,83384,24,Stormy,297,801,398,3,High
83631,97128,38,Sunny,261,279,200,14,Medium
15529,82460,30,Rainy,274,301,210,12,Low
18896,37208,24,Sunny,280,462,158,6,Low
69769,95150,23,Stormy,933,724,97,12,High
42853,76024,25,Sunny,929,33,426,3,High
52809,49882,24,Sunny,709,965,392,12,High
37247,35923,13,Sunny,428,872,355,2,High
31473,39165,36,Sunny,735,320,69,14,High
40877,77203,32,Stormy,804,470,104,15,High
5555,14114,38,Sunny,220,217,202,6,Low
16623,74965,18,Sunny,374,801,202,3,Low
23537,46321,16,Sunny,85,726,23,15,Low
47908,83297,13,Rainy,669,673,457,14,Low
31075,35426,14,Sunny,330,447,336,8,Medium
23797,27772,14,Sunny,734,547,130,9,High
2476,13712,20,Stormy,442,715,353,3,Medium
6303,11367,37,Sunny,118,345,358,8,Low
19137,61924,25,Rainy,650,431,270,5,Medium
3847,13726,39,Rainy,531,759,152,2,Medium
104248,99152,13,Sunny,56,330,119,12,High
5590,37723,11,Stormy,388,506,498,4,Medium
11122,19108,12,Rainy,836,596,421,12,Low
25738,87714,30,Sunny,105,956,191,13,Low
50719,45643,15,Sunny,967,172,306,2,High
30604,41324,27,Rainy,112,820,138,6,Medium
34177,93360,14,Sunny,901,550,369,14,High
12828,18927,18,Stormy,863,174,424,9,High
30535,32443,29,Sunny,155,858,194,2,Medium
108132,89973,37,Sunny,889,707,49,15,High
25965,73449,35,Sunny,951,575,74,10,High
97074,86743,27,Sunny,937,304,380,4,High
82485,70233,28,Sunny,36,51,215,6,High
41005,35537,12,Stormy,741,933,472,10,High
72751,87576,18,Rainy,539,294,60,6,High
26881,32612,45,Rainy,688,948,192,10,Medium
9284,16471,40,Rainy,954,396,349,11,High
44045,45631,26,Rainy,998,147,238,9,High
29397,41348,32,Sunny,91,196,227,8,Low
65693,74732,43,Stormy,437,919,177,12,High
6624,11177,14,Sunny,593,725,352,2,Low
13892,14760,24,Stormy,831,440,247,5,High
44838,42779,12,Rainy,488,563,104,10,High
8491,31636,28,Sunny,775,871,192,11,Low
97206,91889,37,Sunny,171,425,264,9,High
45841,63551,12,Sunny,848,809,379,5,Medium
23094,21556,47,Sunny,941,435,192,13,High
22408,37598,13,Sunny,411,425,354,2,Low
11555,21563,33,Sunny,517,35,231,11,High
65473,56819,40,Sunny,47,380,103,5,High
32573,83770,20,Stormy,964,394,192,4,High
39584,36966,46,Rainy,520,65,202,7,High
60218,91709,10,Stormy,402,262,462,12,Medium
48307,69889,18,Rainy,722,643,152,6,Medium
16819,36987,26,Sunny,503,115,399,6,High
67333,88714,10,Sunny,209,139,307,3,Medium
32396,68348,12,Rainy,264,858,281,13,Low
5021,34596,35,Stormy,188,679,369,4,Medium
17822,43174,40,Sunny,556,385,301,12,Low
7954,74106,35,Stormy,603,752,312,7,Low
97968,79967,32,Stormy,398,976,288,3,High
83752,69182,39,Rainy,407,317,368,5,High
53869,97163,19,Stormy,741,100,216,3,High
46234,49310,17,Sunny,167,402,44,10,Medium
32890,66088,34,Stormy,13,543,160,4,Medium
16481,18906,31,Rainy,176,811,491,11,Medium
48145,46914,24,Sunny,477,119,242,11,High
65832,55379,19,Stormy,969,570,39,7,High
49644,88612,29,Sunny,418,650,266,2,Low
47687,47650,32,Sunny,421,594,347,14,High
23083,56881,10,Sunny,213,349,463,12,Low
69889,56413,11,Sunny,203,574,220,15,High
2075,16012,28,Sunny,244,988,424,11,Low
47734,60115,23,Rainy,727,365,134,4,High
14722,17151,17,Sunny,159,901,402,9,Medium
60352,67716,47,Sunny,168,177,208,6,Medium
11058,46378,21,Sunny,288,566,487,9,Low
62092,52652,35,Sunny,825,461,482,3,High
25418,82430,36,Rainy,413,914,45,8,Medium
19152,23467,38,Rainy,902,114,73,10,High
14602,41010,24,Stormy,687,159,189,8,High
29324,64691,10,Rainy,320,155,414,4,Medium
54017,74157,37,Sunny,77,725,440,8,Low
12922,22289,12,Stormy,472,883,400,9,Low
15627,54976,27,Rainy,97,308,30,15,Medium
15895,53596,43,Sunny,226,176,46,2,Medium
19267,33171,41,Rainy,10,722,369,14,Medium
93558,96365,38,Stormy,144,655,102,14,High
61321,54139,34,Rainy,706,732,309,4,High
11551,58713,35,Sunny,360,57,57,6,High
21935,39734,48,Rainy,149,647,464,13,Medium
17779,82588,17,Sunny,627,248,106,7,High
8769,73646,28,Sunny,142,16,456,4,Low
11755,13654,31,Sunny,629,473,340,5,Medium
78506,99022,38,Sunny,187,462,406,6,Medium
8262,28743,42,Sunny,819,793,470,4,Low
21531,58368,47,Sunny,367,906,175,5,Low
10712,84172,44,Rainy,389,380,417,6,Low
17430,16441,12,Rainy,917,558,327,3,High
42256,34611,28,Stormy,880,496,305,11,High
5665,22149,19,Sunny,667,220,205,10,High
25336,69189,36,Sunny,459,174,201,11,High
34800,31675,24,Stormy,595,134,472,9,High
94436,81031,20,Sunny,472,346,388,13,High
30682,52668,35,Rainy,999,201,162,7,High
3745,23673,33,Rainy,117,739,441,11,Low
12592,86666,22,Sunny,131,223,225,12,Low
74639,98204,41,Stormy,26,583,161,4,High
50082,90758,46,Rainy,205,337,204,12,Medium
10028,75429,13,Sunny,336,966,462,3,Low
25950,33669,22,Sunny,327,390,260,8,Medium
4979,44068,18,Sunny,818,682,27,9,Medium
99330,98789,43,Sunny,488,587,91,11,High
8792,19435,46,Sunny,261,807,422,2,Medium
9106,62249,16,Sunny,512,248,307,15,Low
36798,47384,10,Sunny,128,541,114,7,Medium
51235,91929,21,Stormy,683,709,176,8,Medium
105095,86153,30,Sunny,719,91,60,14,High
61977,85388,20,Sunny,507,372,350,10,Medium
17244,41401,23,Sunny,495,514,320,13,Low
74945,81831,43,Sunny,54,211,288,4,High
18172,44084,43,Sunny,323,929,174,3,Medium
75033,65826,34,Sunny,188,513,294,6,High
24662,46451,13,Sunny,903,653,173,14,Low
12616,17227,35,Rainy,427,46,72,11,High
6628,41910,25,Stormy,565,653,198,2,Medium
27166,46041,19,Sunny,792,598,440,14,Low
104580,98920,11,Sunny,87,610,259,7,High
77686,75681,44,Rainy,335,982,156,10,High
32779,91571,28,Rainy,699,411,274,11,High
27172,75481,15,Sunny,366,774,495,10,Low
81711,78576,28,Stormy,425,865,243,8,High
86780,74174,17,Sunny,972,715,199,15,High
7581,36160,23,Sunny,524,185,201,12,High
17065,27633,19,Rainy,223,554,278,8,Low
13184,27014,12,Stormy,863,579,262,9,High
99702,90532,47,Rainy,83,476,115,11,High
11587,59104,38,Sunny,572,210,216,15,High
17695,51621,24,Sunny,588,549,411,3,Low
84207,87231,32,Sunny,518,556,33,15,High
12462,78388,32,Sunny,341,646,139,7,Low
17336,26014,27,Rainy,102,403,406,6,Low
26621,43755,28,Rainy,697,842,427,6,Low
24417,50390,37,Rainy,666,51,288,14,High
18667,33711,35,Stormy,528,606,190,4,Medium
48236,67993,19,Sunny,278,402,432,4,Low
24186,84696,13,Stormy,385,709,91,7,Medium
28199,37213,11,Rainy,843,632,198,13,Medium
69563,67784,12,Sunny,13,792,189,11,High
16971,17421,16,Rainy,147,450,178,14,High
26849,96936,25,Sunny,240,846,466,11,Low
7531,27727,40,Rainy,609,626,173,8,Low
5863,14358,19,Sunny,538,515,421,15,Low
38698,75108,28,Sunny,61,927,101,2,Medium
23995,42117,37,Rainy,655,329,76,15,High
87019,98700,26,Rainy,732,562,26,4,High
6922,41910,37,Sunny,334,224,131,13,Low
9197,65754,28,Sunny,979,80,67,2,High
39891,72438,46,Sunny,914,577,99,11,High
35502,39371,32,Sunny,740,928,394,4,Medium
19831,61501,29,Stormy,726,245,395,6,High
59433,70946,22,Stormy,732,290,335,10,High
19328,48467,22,Sunny,286,996,52,4,Low
30912,27625,20,Rainy,545,626,134,11,High
49600,43893,24,Sunny,495,911,403,15,High
38147,86329,26,Rainy,525,896,22,11,Medium
14946,41007,37,Sunny,161,171,23,10,Low
28381,49532,28,Sunny,964,200,375,2,High
24198,64253,13,Rainy,492,18,279,7,High
19493,22323,31,Sunny,268,69,61,10,High
87545,83379,31,Rainy,333,902,28,13,High
21160,24210,46,Rainy,878,826,326,6,Medium
27725,26456,48,Sunny,177,234,164,12,High
23022,41367,43,Sunny,697,828,420,15,Low
18079,64624,42,Stormy,319,709,116,11,Medium
19073,20106,49,Rainy,812,591,295,3,High
40138,78008,42,Sunny,488,814,161,6,Low
71710,82240,21,Sunny,65,296,297,2,High
30561,74315,11,Rainy,629,178,455,10,High
15327,79249,37,Sunny,482,71,46,11,High
100046,80587,19,Sunny,305,358,62,14,High
5804,20756,31,Sunny,470,451,150,11,Low
96474,78011,26,Stormy,333,23,235,10,High
56760,46378,35,Rainy,823,173,113,7,High
14438,14255,12,Stormy,855,429,27,12,High
21015,24484,16,Rainy,150,766,105,10,High
50875,66549,17,Stormy,676,856,364,15,Medium
48776,44503,29,Sunny,271,529,157,4,High
36270,83794,21,Rainy,794,675,388,5,Low
35152,55113,44,Sunny,429,557,432,14,Low
68289,84069,26,Rainy,753,569,443,7,High
8735,15249,37,Sunny,250,606,265,5,Low
17275,29201,19,Sunny,364,37,468,2,High
32904,68576,31,Stormy,858,717,40,8,High
14742,19686,47,Stormy,779,455,427,6,High
68315,63363,42,Sunny,770,217,476,15,High
3536,10661,31,Rainy,598,479,463,9,Low
64418,54843,46,Sunny,189,725,429,10,High
63330,70963,22,Sunny,75,985,284,6,Medium
55298,52828,36,Rainy,829,828,167,9,High
43344,58604,24,Sunny,357,113,203,14,Medium
20453,20526,31,Stormy,180,751,246,2,High
9361,78910,39,Sunny,483,435,311,2,Low
37056,35592,49,Rainy,543,110,55,8,High
5697,38982,46,Rainy,376,550,265,7,Medium
11466,10207,43,Sunny,116,648,92,6,High
122503,98733,43,Sunny,448,859,169,15,High
34449,78619,44,Rainy,844,531,20,6,High
13444,39328,28,Rainy,236,115,88,15,Medium
55358,56479,17,Sunny,453,688,476,10,High
11769,30103,48,Sunny,451,987,312,2,Low
54650,49891,42,Sunny,405,778,249,9,High
4529,20754,37,Sunny,737,816,230,3,Low
22388,91437,46,Sunny,590,286,91,8,High
101737,82982,34,Sunny,93,74,382,7,High
57676,65922,45,Rainy,624,792,115,11,High
62535,58231,26,Rainy,560,909,416,3,High
18588,39301,33,Stormy,22,197,103,13,Medium
63837,72711,30,Rainy,818,326,247,14,High
40205,51323,11,Stormy,834,925,318,4,Medium
22818,28752,40,Sunny,702,147,255,5,High
81593,92205,42,Rainy,502,352,312,8,High
17819,23395,39,Stormy,277,114,241,9,High
56942,95957,21,Rainy,534,555,477,14,Low
27656,66273,21,Sunny,129,389,242,12,Low
14654,14895,33,Rainy,979,119,300,3,High
31179,86559,33,Stormy,362,953,240,9,Low
18550,20699,20,Rainy,66,554,235,12,Medium
27647,75061,22,Sunny,49,363,250,10,Low
16149,19715,36,Rainy,895,752,424,8,Medium
27977,29169,17,Stormy,345,326,188,2,High
9196,26163,19,Sunny,649,275,348,7,High
2666,15782,17,Rainy,182,703,445,9,Low
24605,98177,29,Sunny,556,861,61,6,Low
75169,94328,17,Rainy,268,74,277,13,High
49088,45585,18,Rainy,897,342,215,3,High
6173,40682,16,Sunny,526,522,411,6,Low
54639,57864,23,Sunny,739,142,115,9,High
46501,94416,37,Rainy,532,601,336,3,Medium
42344,65114,11,Sunny,903,792,33,2,Medium
56151,48067,17,Sunny,848,762,132,5,High
25381,52685,22,Rainy,126,549,96,5,Medium
17830,28073,30,Sunny,193,744,296,10,Low
5327,46035,37,Sunny,915,544,427,4,High
14533,74977,44,Stormy,883,505,453,5,High
37100,93362,32,Sunny,125,630,485,4,Low
9961,75450,24,Sunny,171,628,448,3,Low
16837,20382,11,Rainy,588,666,467,5,Medium
8523,14437,21,Rainy,721,378,339,15,High
59138,80971,45,Stormy,552,875,429,9,Medium
22446,74612,12,Stormy,596,918,179,2,Medium
31671,71929,14,Rainy,246,919,332,9,Low
19278,22329,12,Sunny,848,660,138,9,Medium
42557,35169,28,Sunny,75,805,456,4,High
15397,97468,11,Sunny,79,819,180,15,Low
50121,44594,46,Sunny,818,108,327,11,High
66384,86957,26,Rainy,456,326,370,11,Medium
52867,70631,23,Rainy,425,132,165,13,High
37164,55033,37,Sunny,541,329,182,13,Medium
13149,73133,36,Rainy,450,808,415,7,Low
16912,83165,19,Sunny,747,602,198,14,Low
66338,83861,12,Sunny,955,504,108,14,High
30653,62290,45,Rainy,473,466,242,5,Medium
48215,41750,47,Sunny,930,531,285,14,High
28640,50461,34,Sunny,405,529,258,2,Low
22188,83800,31,Sunny,720,926,327,15,Low
81334,88222,48,Sunny,560,726,53,2,High
14968,34226,39,Rainy,666,324,390,6,High
11776,16721,30,Stormy,566,955,470,13,Medium
59704,66154,39,Sunny,404,718,186,9,Medium
34750,30609,37,Sunny,335,719,411,2,High
62814,62130,40,Rainy,902,551,144,3,High
72778,82909,35,Stormy,928,488,243,8,High
57522,65249,31,Sunny,100,922,432,9,Medium
69956,58895,30,Sunny,759,980,169,13,High
6891,15656,10,Rainy,79,29,487,15,Low
8560,84520,46,Rainy,175,569,473,4,Medium
30436,73740,22,Sunny,651,978,208,12,Low
26050,74309,30,Rainy,223,139,62,13,Medium
34430,39984,18,Sunny,861,302,452,14,High
69469,83822,26,Sunny,610,906,48,9,Medium
12442,15901,30,Sunny,344,141,381,2,Medium
4931,41552,40,Stormy,773,365,139,10,High
38513,41055,48,Sunny,378,63,356,13,High
22510,47685,31,Sunny,870,899,50,3,Low
72614,83965,21,Sunny,593,802,200,15,Medium
18291,24716,15,Stormy,686,396,181,14,High
10445,21138,25,Sunny,58,274,147,3,Low
11540,45298,35,Sunny,61,991,274,5,Low
12746,61112,14,Sunny,298,224,313,13,Low
35309,33429,18,Rainy,799,469,460,11,High
69600,60200,49,Sunny,635,467,376,4,High
68888,81308,23,Sunny,248,811,407,5,Medium
12752,58244,39,Sunny,142,52,273,7,Low
15378,27347,35,Stormy,795,595,149,8,Medium
25258,26920,38,Sunny,175,871,31,6,Medium
41687,41822,28,Rainy,383,287,54,3,High
13368,56659,17,Stormy,382,847,217,4,Medium
5012,50108,32,Stormy,814,763,267,11,Low
91067,99099,44,Sunny,487,139,129,12,High
9164,17967,40,Stormy,764,359,347,4,High
8587,21871,44,Sunny,488,715,424,15,Low
10042,87452,41,Sunny,841,553,264,6,High
60787,84270,14,Stormy,659,115,269,13,High
47050,43613,25,Sunny,600,921,385,12,High
45863,38179,26,Sunny,691,725,336,13,High
46678,62188,41,Sunny,644,10,182,6,High
45024,65099,47,Rainy,697,766,67,5,Medium
8953,45262,41,Sunny,309,593,418,9,Low
64501,88213,29,Rainy,91,441,90,7,Medium
15179,28268,11,Stormy,96,315,418,7,Medium
70135,87866,29,Rainy,234,918,153,2,High
52662,96269,27,Sunny,25,536,258,7,Low
26549,70545,10,Stormy,831,62,484,4,High
17185,82146,38,Sunny,367,949,87,14,Low
37881,81966,38,Sunny,172,529,297,7,Low
10540,49922,28,Sunny,619,339,51,11,High
27115,89364,49,Sunny,677,567,142,14,Low
65370,52913,15,Sunny,523,334,41,12,High
40110,65677,48,Sunny,359,123,174,14,Medium
42585,59841,17,Sunny,918,156,129,7,High
62227,56332,33,Sunny,690,175,290,3,High
43611,35032,29,Rainy,473,388,399,2,High
36847,47846,23,Rainy,836,148,319,12,High
71860,69474,14,Rainy,846,638,134,4,High
26148,54936,49,Sunny,384,308,489,6,Low
17971,39794,43,Sunny,101,285,239,5,Low
40311,71588,25,Stormy,190,925,249,8,Medium
70730,80984,16,Sunny,752,798,271,5,High
53364,60331,25,Stormy,310,859,268,9,High
17641,38141,16,Sunny,669,834,28,8,Low
4829,19074,36,Stormy,801,187,53,11,High
13571,16406,23,Sunny,198,851,247,10,Medium
8242,33291,23,Sunny,868,363,92,2,High
39463,51568,42,Rainy,871,163,418,6,High
